,agrup_dato,fecha_corte,Codigo Ejecutivo,Antigüedad,cargo,canal,catt,region,cum tarjetas,cum seguros,cum creditos,Tarjetas,Seguros,Creditos,antiguedad_cod,metas_tarjetas,metas_seguros,metas_creditos
897,EJECUTIVO,2025-03-31,1979649,entre 6 meses y 1 año,Comercial,878915,ÉXITO UNICENTRO ARMENIA,ANTIOQUIA,139.130434782608,133.333333333333,103.626963846153,32,12,6.73575265,1: Entre 6 meses y 1 año,23,9,6
898,EJECUTIVO,2025-03-31,1635404,Menos de 6 meses,Comercial,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,31.25,0.0,31.8655297,5,0,3.18655297,0: Menos de 6 meses,16,0,10
899,EJECUTIVO,2025-03-31,1692477,Mas de 5 años,Comercial,363157,ÉXITO CHIQUINQUIRA,SANTANDERES BOYACA,131.25,113.793103448275,134.472510865384,42,33,13.9851411299999,3: Mayor a 5 años,32,29,10
901,EJECUTIVO,2025-03-31,1939486,Menos de 6 meses,Comercial,305057,ÉXITO ALAMEDAS,COSTAS,76.4705882352941,20.0,171.794996153846,26,4,22.3333495,0: Menos de 6 meses,34,20,13
902,EJECUTIVO,2025-03-31,1689249,Mas de 5 años,Comercial,305074,ÉXITO CENTRO SANTA MARTA,COSTAS,110.526315789473,121.21212121212099,91.4223039166666,21,40,10.97067647,3: Mayor a 5 años,19,33,12
903,EJECUTIVO,2025-03-31,1711437,Mas de 5 años,Comercial,881414,ÉXITO FLORESTA,BOGOTA CENTRO,135.29411764705802,31.578947368421,24.7166871153846,23,6,2.57053546,3: Mayor a 5 años,17,19,10
904,EJECUTIVO,2025-03-31,1395743,Entre 1 y 5 años,Comercial,305049,ÉXITO LOS MOLINOS,ANTIOQUIA,117.241379310344,117.39130434782601,16.5806963461538,34,27,1.72439241999999,2: Entre 1 y 5 años,29,23,10
905,EJECUTIVO,2025-03-31,1040490,entre 6 meses y 1 año,Comercial,322348,ÉXITO VIVA TUNJA,SANTANDERES BOYACA,112.5,88.8888888888888,84.49651546153841,45,25,10.98454701,1: Entre 6 meses y 1 año,40,28,13
906,EJECUTIVO,2025-03-31,1733870,Menos de 6 meses,Comercial,881414,ÉXITO FLORESTA,BOGOTA CENTRO,180.0,0.0,13.0060519012237,27,0,1.19031387,0: Menos de 6 meses,15,0,9
907,EJECUTIVO,2025-03-31,1693327,Entre 1 y 5 años,Comercial,305013,ÉXITO LA COLINA,BOGOTA Y CERCANIAS,65.7534246575342,131.57894736842098,171.930713846153,48,25,26.82119136,2: Entre 1 y 5 años,73,19,15
908,EJECUTIVO,2025-03-31,1096233,Mas de 5 años,Servicio,305024,ÉXITO CHAPINERO,BOGOTA CENTRO,177.777777777777,104.83870967741899,115.48370480769199,16,65,12.0103053,3: Mayor a 5 años,9,62,10
909,EJECUTIVO,2025-03-31,1556376,Mas de 5 años,Servicio,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,200.0,36.363636363636296,272.72017562794304,6,8,13.89782015,3: Mayor a 5 años,3,22,5
910,EJECUTIVO,2025-03-31,1119541,Mas de 5 años,Servicio,356060,ÉXITO DUITAMA,SANTANDERES BOYACA,83.3333333333333,51.5151515151515,35.7788521153846,5,34,3.72100062,3: Mayor a 5 años,6,66,10
911,EJECUTIVO,2025-03-31,1754208,Mas de 5 años,Comercial,305067,ÉXITO USME,BOGOTA Y CERCANIAS,118.42105263157801,74.074074074074,180.13386469230701,45,20,23.41740241,3: Mayor a 5 años,38,27,13
913,EJECUTIVO,2025-03-31,1346269,Mas de 5 años,Servicio,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,111.111111111111,104.878048780487,205.21022185897402,10,88,32.0127946099999,3: Mayor a 5 años,9,83,15
914,EJECUTIVO,2025-03-31,1654427,Menos de 6 meses,Comercial,400120,ÉXITO SUPERCENTRO TULUA,ANTIOQUIA,100.0,118.75,49.5091219711538,48,19,10.29789737,0: Menos de 6 meses,48,16,20
915,EJECUTIVO,2025-03-31,1984591,Entre 1 y 5 años,Comercial,356066,ÉXITO BUGA,ANTIOQUIA,83.3333333333333,70.5882352941176,72.7221766025641,15,12,4.53786382,2: Entre 1 y 5 años,18,17,6
916,EJECUTIVO,2025-03-31,1738952,Mas de 5 años,Servicio,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,155.555555555555,78.0821917808219,151.305980897435,14,58,23.60373302,3: Mayor a 5 años,9,74,15
917,EJECUTIVO,2025-03-31,1239417,Mas de 5 años,Servicio,305057,ÉXITO ALAMEDAS,COSTAS,280.0,60.7843137254901,42.5742511312217,14,31,3.7635638,3: Mayor a 5 años,5,51,8
918,EJECUTIVO,2025-03-31,1673688,Mas de 5 años,Comercial,400106,ÉXITO PARQUE FABRICATO,ANTIOQUIA,12.5,0.0,0.0,3,0,0.0,3: Mayor a 5 años,24,0,0
919,EJECUTIVO,2025-03-31,1675789,Mas de 5 años,Servicio,305026,ÉXITO FONTIBON,BOGOTA CENTRO,157.142857142857,65.2173913043478,125.490693205128,11,30,9.78827407,3: Mayor a 5 años,7,46,7
920,EJECUTIVO,2025-03-31,1213897,entre 6 meses y 1 año,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,114.285714285714,108.33333333333299,292.32055560897396,40,13,18.2408026699999,1: Entre 6 meses y 1 año,35,12,6
921,EJECUTIVO,2025-03-31,1078884,Entre 1 y 5 años,Comercial,305061,ÉXITO BUENAVISTA SANTA MARTA,COSTAS,85.18518518518509,117.241379310344,82.0005349230769,23,35,10.6600695399999,2: Entre 1 y 5 años,27,29,12
922,EJECUTIVO,2025-03-31,1218906,Mas de 5 años,Servicio,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,177.777777777777,85.3658536585365,154.215848717948,16,70,24.0576724,3: Mayor a 5 años,9,82,15
923,EJECUTIVO,2025-03-31,1487070,Mas de 5 años,Comercial,854226,ÉXITO MANIZALES,ANTIOQUIA,108.69565217391299,134.782608695652,164.617884230769,50,31,17.12025996,3: Mayor a 5 años,46,23,10
924,EJECUTIVO,2025-03-31,1695853,Entre 1 y 5 años,Comercial,882775,ÉXITO OCAÑA,SANTANDERES BOYACA,175.0,57.142857142857096,275.478048420329,14,4,8.02192077,2: Entre 1 y 5 años,8,7,2
925,EJECUTIVO,2025-03-31,1316083,Menos de 6 meses,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,52.63157894736842,0.0,0.0,10,0,0.0,0: Menos de 6 meses,19,0,0
926,EJECUTIVO,2025-03-31,1676856,entre 6 meses y 1 año,Comercial,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,103.030303030303,42.105263157894704,135.204027820512,68,9,21.09182834,1: Entre 6 meses y 1 año,66,21,15
927,EJECUTIVO,2025-03-31,1024108,Mas de 5 años,Servicio,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,155.555555555555,84.931506849315,105.328029358974,14,64,16.43117258,3: Mayor a 5 años,9,75,15
928,EJECUTIVO,2025-03-31,1780521,entre 6 meses y 1 año,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,108.82352941176401,85.7142857142857,171.874371346153,74,18,35.7498692399999,1: Entre 6 meses y 1 año,68,21,20
929,EJECUTIVO,2025-03-31,1806574,Menos de 6 meses,Servicio,854198,ÉXITO BARRANCABERMEJA,SANTANDERES BOYACA,144.444444444444,58.5365853658536,0.0,13,48,0.0,0: Menos de 6 meses,9,82,0
930,EJECUTIVO,2025-03-31,1354524,Menos de 6 meses,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,35.1351351351351,5.88235294117647,21.2083695604395,26,1,3.85992326,0: Menos de 6 meses,74,17,18
931,EJECUTIVO,2025-03-31,1028058,Entre 1 y 5 años,Servicio,305028,ÉXITO PEREIRA,ANTIOQUIA,122.22222222222202,61.971830985915396,16.4290611538461,11,44,3.41724472,2: Entre 1 y 5 años,9,71,20
932,EJECUTIVO,2025-03-31,1434446,Entre 1 y 5 años,Comercial,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,128.333333333333,50.0,95.3530786538461,77,9,14.87508027,2: Entre 1 y 5 años,60,18,15
933,EJECUTIVO,2025-03-31,1068093,Mas de 5 años,Servicio,305053,ÉXITO ALAMOS,BOGOTA CENTRO,157.142857142857,62.2641509433962,21.894730576923,11,33,2.27705198,3: Mayor a 5 años,7,53,10
934,EJECUTIVO,2025-03-31,1296049,Menos de 6 meses,Comercial,305024,ÉXITO CHAPINERO,BOGOTA CENTRO,26.666666666666668,0.0,3.8917701,4,0,0.38917701,0: Menos de 6 meses,15,0,10
935,EJECUTIVO,2025-03-31,1044868,Mas de 5 años,Servicio,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,266.666666666666,98.75,156.03909395604302,24,84,28.3991151,3: Mayor a 5 años,9,85,18
936,EJECUTIVO,2025-03-31,1500807,Menos de 6 meses,Comercial,882775,ÉXITO OCAÑA,SANTANDERES BOYACA,107.40740740740699,50.0,205.662473557692,29,13,21.3888972499999,0: Menos de 6 meses,27,26,10
937,EJECUTIVO,2025-03-31,1903867,Menos de 6 meses,Comercial,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,44.44444444444444,0.0,11.4094709,8,0,1.14094709,0: Menos de 6 meses,18,0,10
939,EJECUTIVO,2025-03-31,1673630,Mas de 5 años,Servicio,879095,ÉXITO SIMON BOLIVAR,ANTIOQUIA,171.428571428571,103.84615384615302,107.557184551282,12,81,16.77892079,3: Mayor a 5 años,7,78,15
940,EJECUTIVO,2025-03-31,1753707,Menos de 6 meses,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,33.7837837837837,0.0,25.7818706593406,25,0,4.69230046,0: Menos de 6 meses,74,0,18
941,EJECUTIVO,2025-03-31,1869344,Mas de 5 años,Comercial,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,116.12903225806399,35.2941176470588,13.1861538461538,36,6,1.37136,3: Mayor a 5 años,31,17,10
942,EJECUTIVO,2025-03-31,1777888,entre 6 meses y 1 año,Comercial,305031,ÉXITO ITAGUI,ANTIOQUIA,108.33333333333299,110.00000000000001,114.95281176035499,26,11,6.21664806,1: Entre 6 meses y 1 año,24,9,5
943,EJECUTIVO,2025-03-31,1333943,Menos de 6 meses,Comercial,305049,ÉXITO LOS MOLINOS,ANTIOQUIA,93.103448275862,78.26086956521739,132.340172499999,27,18,13.76337794,0: Menos de 6 meses,29,23,10
944,EJECUTIVO,2025-03-31,1547441,Mas de 5 años,Servicio,305087,ÉXITO CENTRO VILLAVICENCIO,BOGOTA CENTRO,150.0,55.737704918032705,115.802661153846,9,34,9.03260757,3: Mayor a 5 años,6,61,7
945,EJECUTIVO,2025-03-31,1199128,Menos de 6 meses,Comercial,305037,ÉXITO PASTO,ANTIOQUIA,28.5714285714285,16.6666666666666,25.809887920673003,6,2,1.71790614,0: Menos de 6 meses,21,12,6
946,EJECUTIVO,2025-03-31,1637221,Entre 1 y 5 años,Comercial,305002,ÉXITO POBLADO,ANTIOQUIA,104.347826086956,176.0,44.6956766346153,48,44,4.64835037,2: Entre 1 y 5 años,46,25,10
947,EJECUTIVO,2025-03-31,1002189,Mas de 5 años,Comercial,305032,ÉXITO CARTAGENA,COSTAS,100.0,20.6896551724137,83.2765610909091,20,6,9.16042172,3: Mayor a 5 años,20,29,11
948,EJECUTIVO,2025-03-31,1758564,entre 6 meses y 1 año,Servicio,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,285.0,105.68181818181802,170.005428461538,29,93,26.52084684,1: Entre 6 meses y 1 año,9,88,15
949,EJECUTIVO,2025-03-31,1635346,Mas de 5 años,Comercial,305087,ÉXITO CENTRO VILLAVICENCIO,BOGOTA CENTRO,108.33333333333299,50.0,56.561223173076904,26,9,5.88236721,3: Mayor a 5 años,24,18,10
951,EJECUTIVO,2025-03-31,1583265,Menos de 6 meses,Comercial,305022,ÉXITO UNICENTRO CALI,ANTIOQUIA,285.0,150.0,168.118990384615,12,3,2.7975,0: Menos de 6 meses,4,2,1
953,EJECUTIVO,2025-03-31,1031125,Mas de 5 años,Servicio,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,155.555555555555,116.43835616438301,133.436938525641,14,86,20.81616241,3: Mayor a 5 años,9,73,15
954,EJECUTIVO,2025-03-31,1705316,Menos de 6 meses,Comercial,400132,ÉXITO VALLE DE LILI,ANTIOQUIA,116.666666666666,42.10526315789473,100.14863778846099,35,8,10.4154583299999,0: Menos de 6 meses,30,19,10
955,EJECUTIVO,2025-03-31,1057130,Menos de 6 meses,Comercial,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,98.076923076923,10.0,121.57679761538401,51,2,15.80498369,0: Menos de 6 meses,52,20,13
956,EJECUTIVO,2025-03-31,1570757,Menos de 6 meses,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,20.0,0.0,0.0,3,0,0.0,0: Menos de 6 meses,15,0,0
957,EJECUTIVO,2025-03-31,1706698,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,257.142857142857,29.1666666666666,0.0,18,14,0.0,3: Mayor a 5 años,7,48,0
958,EJECUTIVO,2025-03-31,1682872,Menos de 6 meses,Servicio,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,222.222222222222,113.095238095238,87.3618976923076,20,96,9.08563736,0: Menos de 6 meses,9,84,10
959,EJECUTIVO,2025-03-31,1794118,Entre 1 y 5 años,Comercial,305047,ÉXITO CAÑAVERAL,SANTANDERES BOYACA,42.3076923076923,134.375,67.5595555128205,11,44,5.26964532999999,2: Entre 1 y 5 años,26,32,7
960,EJECUTIVO,2025-03-31,1075070,Entre 1 y 5 años,Comercial,305078,ÉXITO CAUCASIA,COSTAS,113.157894736842,154.838709677419,103.086222076923,43,48,13.40120887,2: Entre 1 y 5 años,38,31,13
961,EJECUTIVO,2025-03-31,1475491,Menos de 6 meses,Comercial,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,15.384615384615385,0.0,0.0,2,0,0.0,0: Menos de 6 meses,13,0,0
962,EJECUTIVO,2025-03-31,1999272,Entre 1 y 5 años,Comercial,305013,ÉXITO LA COLINA,BOGOTA Y CERCANIAS,82.1917808219178,121.05263157894699,70.5081217948717,60,23,10.999267,2: Entre 1 y 5 años,73,19,15
963,EJECUTIVO,2025-03-31,1870258,Mas de 5 años,Comercial,881415,ÉXITO NUEVO KENNEDY,BOGOTA Y CERCANIAS,65.3846153846153,86.3636363636363,156.011403,17,19,20.28148239,3: Mayor a 5 años,26,22,13
964,EJECUTIVO,2025-03-31,1259264,Mas de 5 años,Servicio,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,211.11111111111097,59.1549295774647,83.3562124358974,19,42,13.00356914,3: Mayor a 5 años,9,71,15
965,EJECUTIVO,2025-03-31,1824112,Menos de 6 meses,Comercial,305028,ÉXITO PEREIRA,ANTIOQUIA,61.5384615384615,23.5294117647058,32.9829225641025,40,4,5.14533591999999,0: Menos de 6 meses,65,17,15
966,EJECUTIVO,2025-03-31,1105149,Menos de 6 meses,Comercial,305054,ÉXITO GRAN ESTACION,BOGOTA CENTRO,83.3333333333333,0.0,45.6544413919413,20,0,3.988372,0: Menos de 6 meses,24,0,8
967,EJECUTIVO,2025-03-31,1952792,Mas de 5 años,Servicio,305027,ÉXITO SUBA,BOGOTA CENTRO,188.888888888888,100.0,110.97972599999999,17,61,14.4273643799999,3: Mayor a 5 años,9,61,12
968,EJECUTIVO,2025-03-31,1133148,entre 6 meses y 1 año,Comercial,305008,ÉXITO SAN FERNANDO,ANTIOQUIA,103.33333333333302,47.6190476190476,78.5176910096153,62,10,16.33167973,1: Entre 6 meses y 1 año,60,21,20
969,EJECUTIVO,2025-03-31,1129199,Mas de 5 años,Servicio,305032,ÉXITO CARTAGENA,COSTAS,150.0,57.534246575342394,111.322369727272,12,42,12.24546067,3: Mayor a 5 años,8,73,11
970,EJECUTIVO,2025-03-31,1248699,Menos de 6 meses,Comercial,305002,ÉXITO POBLADO,ANTIOQUIA,50.0,0.0,0.0,7,0,0.0,0: Menos de 6 meses,14,0,0
972,EJECUTIVO,2025-03-31,1335883,Mas de 5 años,Comercial,305007,ÉXITO AMÉRICAS,BOGOTA Y CERCANIAS,100.0,33.3333333333333,27.4189645192307,51,6,2.85157231,3: Mayor a 5 años,51,18,10
973,EJECUTIVO,2025-03-31,1505252,Mas de 5 años,Comercial,305010,ÉXITO LA FLORA,ANTIOQUIA,85.18518518518509,27.2727272727272,55.25707320512821,46,6,8.62010342,3: Mayor a 5 años,54,22,15
974,EJECUTIVO,2025-03-31,1855202,Menos de 6 meses,Comercial,400120,ÉXITO SUPERCENTRO TULUA,ANTIOQUIA,150.0,0.0,0.0,3,0,0.0,0: Menos de 6 meses,2,0,0
975,EJECUTIVO,2025-03-31,1674398,Menos de 6 meses,Comercial,305030,ÉXITO TULUA,ANTIOQUIA,104.347826086956,68.42105263157895,99.2327713076923,48,13,12.90026027,0: Menos de 6 meses,46,19,13
976,EJECUTIVO,2025-03-31,1270342,entre 6 meses y 1 año,Comercial,305058,ÉXITO LAS FLORES,COSTAS,126.086956521739,100.0,70.02818314102561,29,37,10.92439657,1: Entre 6 meses y 1 año,23,37,15
977,EJECUTIVO,2025-03-31,1818447,Entre 1 y 5 años,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,98.8095238095238,105.0,104.262940961538,83,21,16.26501879,2: Entre 1 y 5 años,84,20,15
978,EJECUTIVO,2025-03-31,1540350,Entre 1 y 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,128.57142857142802,80.0,128.376601136363,18,12,7.90799863,2: Entre 1 y 5 años,14,15,6
979,EJECUTIVO,2025-03-31,1920093,Mas de 5 años,Servicio,305023,ÉXITO BARRANQUILLA,COSTAS,175.0,75.3846153846153,44.5994945454545,14,49,4.9059444,3: Mayor a 5 años,8,65,11
980,EJECUTIVO,2025-03-31,1464520,Mas de 5 años,Comercial,305041,ÉXITO FUSAGASUGA,BOGOTA Y CERCANIAS,109.43396226415001,91.6666666666666,98.1821775384615,58,22,12.76368308,3: Mayor a 5 años,53,24,13
981,EJECUTIVO,2025-03-31,1498538,Menos de 6 meses,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,23.076923076923077,0.0,0.0,3,0,0.0,0: Menos de 6 meses,13,0,0
982,EJECUTIVO,2025-03-31,1922623,Entre 1 y 5 años,Comercial,305088,ÉXITO IPIALES,ANTIOQUIA,61.9047619047619,56.5217391304347,81.6968592307692,13,14,8.49647336,2: Entre 1 y 5 años,21,24,10
983,EJECUTIVO,2025-03-31,1993270,Mas de 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,105.88235294117601,27.7777777777777,35.4110962566844,18,5,2.64875,3: Mayor a 5 años,17,18,7
984,EJECUTIVO,2025-03-31,1932137,Mas de 5 años,Comercial,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,120.0,100.0,15.7011767307692,54,20,2.44938356999999,3: Mayor a 5 años,45,20,15
985,EJECUTIVO,2025-03-31,1151607,Mas de 5 años,Servicio,305068,ÉXITO CASTELLANA,COSTAS,137.5,54.6666666666666,36.5618508653846,11,41,3.80243249,3: Mayor a 5 años,8,75,10
986,EJECUTIVO,2025-03-31,1072589,Mas de 5 años,Servicio,305988,ÉXITO TUNAL,BOGOTA Y CERCANIAS,100.0,22.5,130.910169871794,7,9,10.21099325,3: Mayor a 5 años,7,40,7
987,EJECUTIVO,2025-03-31,1490427,Menos de 6 meses,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,31.25,10.0,49.642360636363634,5,2,5.46065967,0: Menos de 6 meses,16,20,11
988,EJECUTIVO,2025-03-31,1229130,entre 6 meses y 1 año,Comercial,305060,ÉXITO BUENAVISTA BARRANQUILLA,COSTAS,116.666666666666,114.285714285714,66.8992307692307,28,40,6.95752,1: Entre 6 meses y 1 año,24,35,10
989,EJECUTIVO,2025-03-31,1272635,entre 6 meses y 1 año,Comercial,881637,ÉXITO PEREIRA CUBA,ANTIOQUIA,130.0,115.78947368421,32.8696797115384,39,22,3.41844668999999,1: Entre 6 meses y 1 año,30,19,10
990,EJECUTIVO,2025-03-31,1319434,Mas de 5 años,Servicio,305066,ÉXITO SAN FRANCISCO,COSTAS,175.0,98.6301369863013,54.7240576923076,14,72,5.691302,3: Mayor a 5 años,8,73,10
991,EJECUTIVO,2025-03-31,1214790,Mas de 5 años,Comercial,356070,ÉXITO PALMIRA,ANTIOQUIA,112.820512820512,73.3333333333333,126.76782076923001,44,22,13.18385336,3: Mayor a 5 años,39,30,10
992,EJECUTIVO,2025-03-31,1561629,entre 6 meses y 1 año,Servicio,854226,ÉXITO MANIZALES,ANTIOQUIA,277.77777777777703,100.0,213.90561217948698,25,81,16.68463775,1: Entre 6 meses y 1 año,9,81,7
993,EJECUTIVO,2025-03-31,1317616,Mas de 5 años,Servicio,305025,ÉXITO POPAYAN,ANTIOQUIA,166.666666666666,65.51724137931029,144.252202417582,15,57,26.2539008399999,3: Mayor a 5 años,9,87,18
994,EJECUTIVO,2025-03-31,1962533,Mas de 5 años,Servicio,305015,ÉXITO COUNTRY,BOGOTA Y CERCANIAS,144.444444444444,71.6981132075471,25.9597596153846,13,38,2.699815,3: Mayor a 5 años,9,53,10
996,EJECUTIVO,2025-03-31,1938166,Menos de 6 meses,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,36.84210526315789,0.0,0.0,7,0,0.0,0: Menos de 6 meses,19,0,0
997,EJECUTIVO,2025-03-31,1222938,Mas de 5 años,Servicio,305025,ÉXITO POPAYAN,ANTIOQUIA,155.555555555555,65.51724137931029,184.706341373626,14,58,33.61655413,3: Mayor a 5 años,9,88,18
998,EJECUTIVO,2025-03-31,1371797,Entre 1 y 5 años,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,70.37037037037031,75.0,82.5302976190476,19,6,5.4073851,2: Entre 1 y 5 años,27,8,6
999,EJECUTIVO,2025-03-31,1226230,Entre 1 y 5 años,Servicio,305017,ÉXITO BELLO,ANTIOQUIA,211.11111111111097,86.8421052631579,113.30330583333298,19,66,17.67531571,2: Entre 1 y 5 años,9,75,15
1000,EJECUTIVO,2025-03-31,1757828,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,157.142857142857,39.5833333333333,63.635612211538394,11,19,6.61810367,3: Mayor a 5 años,7,48,10
1001,EJECUTIVO,2025-03-31,1913682,Menos de 6 meses,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,32.1428571428571,5.88235294117647,14.413078653846101,27,1,2.24844027,0: Menos de 6 meses,84,17,15
1002,EJECUTIVO,2025-03-31,1509577,Mas de 5 años,Comercial,322348,ÉXITO VIVA TUNJA,SANTANDERES BOYACA,120.0,88.8888888888888,126.729703307692,48,25,16.47486143,3: Mayor a 5 años,40,28,13
1003,EJECUTIVO,2025-03-31,1070570,Menos de 6 meses,Comercial,305024,ÉXITO CHAPINERO,BOGOTA CENTRO,76.3157894736842,0.0,18.475647993311,29,0,1.76775,0: Menos de 6 meses,38,0,9
1004,EJECUTIVO,2025-03-31,1876836,Mas de 5 años,Comercial,305023,ÉXITO BARRANQUILLA,COSTAS,113.793103448275,62.9629629629629,38.9581994166666,33,17,4.67498393,3: Mayor a 5 años,29,27,12
1005,EJECUTIVO,2025-03-31,1876133,Mas de 5 años,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,82.6086956521739,58.823529411764696,121.122393717948,38,10,18.89509342,3: Mayor a 5 años,46,17,15
1006,EJECUTIVO,2025-03-31,1286988,Menos de 6 meses,Comercial,305045,ÉXITO UNICENTRO BOGOTA,BOGOTA Y CERCANIAS,86.1111111111111,73.9130434782608,0.0,31,17,0.0,0: Menos de 6 meses,36,23,0
1007,EJECUTIVO,2025-03-31,1827939,Menos de 6 meses,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,67.391304347826,17.6470588235294,11.476923076923,31,3,1.7904,0: Menos de 6 meses,46,17,15
1008,EJECUTIVO,2025-03-31,1564030,Mas de 5 años,Comercial,305006,ÉXITO NORTE,BOGOTA Y CERCANIAS,79.4871794871794,76.19047619047609,121.79010576923,31,16,12.6661709999999,3: Mayor a 5 años,39,21,10
1009,EJECUTIVO,2025-03-31,1079478,Menos de 6 meses,Comercial,305027,ÉXITO SUBA,BOGOTA CENTRO,15.384615384615385,0.0,0.0,2,0,0.0,0: Menos de 6 meses,13,0,0
1010,EJECUTIVO,2025-03-31,1641949,Mas de 5 años,Servicio,305035,ÉXITO CHIPICHAPE,ANTIOQUIA,188.888888888888,59.1549295774647,45.38760375,17,43,4.72031079,3: Mayor a 5 años,9,72,10
1011,EJECUTIVO,2025-03-31,1203492,Mas de 5 años,Servicio,305046,ÉXITO CABECERA,SANTANDERES BOYACA,166.666666666666,21.2121212121212,0.0,5,14,0.0,3: Mayor a 5 años,3,66,0
1012,EJECUTIVO,2025-03-31,1338963,Entre 1 y 5 años,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,58.3333333333333,150.0,24.3202008974358,49,30,3.79395133999999,2: Entre 1 y 5 años,84,20,15
1013,EJECUTIVO,2025-03-31,1851945,Entre 1 y 5 años,Comercial,305058,ÉXITO LAS FLORES,COSTAS,126.086956521739,72.97297297297291,35.7463446153846,29,27,5.57642976,2: Entre 1 y 5 años,23,37,15
1014,EJECUTIVO,2025-03-31,1344989,entre 6 meses y 1 año,Comercial,305034,ÉXITO UNICENTRO MEDELLIN,ANTIOQUIA,63.636363636363605,14.2857142857142,0.0,7,1,0.0,1: Entre 6 meses y 1 año,11,7,0
1015,EJECUTIVO,2025-03-31,1994971,Entre 1 y 5 años,Comercial,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,203.846153846153,150.0,290.419509935897,53,13,18.12217742,2: Entre 1 y 5 años,26,8,6
1016,EJECUTIVO,2025-03-31,1879162,entre 6 meses y 1 año,Comercial,400138,ÉXITO LLANOGRANDE,ANTIOQUIA,129.09090909090898,69.2307692307692,70.8992634615384,71,18,7.3735234,1: Entre 6 meses y 1 año,55,26,10
1017,EJECUTIVO,2025-03-31,1625177,Menos de 6 meses,Comercial,305043,ÉXITO FACATATIVA,BOGOTA Y CERCANIAS,133.333333333333,72.0,141.05319076922999,28,18,14.66953184,0: Menos de 6 meses,21,25,10
1019,EJECUTIVO,2025-03-31,1269071,Menos de 6 meses,Comercial,309631,ÉXITO MAYORCA,ANTIOQUIA,26.666666666666668,0.0,0.0,4,0,0.0,0: Menos de 6 meses,15,0,0
1020,EJECUTIVO,2025-03-31,1256682,Entre 1 y 5 años,Comercial,854198,ÉXITO BARRANCABERMEJA,SANTANDERES BOYACA,95.5555555555555,107.692307692307,16.4661925961538,43,28,3.42496806,2: Entre 1 y 5 años,45,26,20
1021,EJECUTIVO,2025-03-31,1193994,Menos de 6 meses,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,110.34482758620601,15.0,0.0,32,3,0.0,0: Menos de 6 meses,29,20,0
1022,EJECUTIVO,2025-03-31,1790869,Menos de 6 meses,Comercial,305066,ÉXITO SAN FRANCISCO,COSTAS,147.058823529411,57.5757575757575,0.0,25,19,0.0,0: Menos de 6 meses,17,33,0
1023,EJECUTIVO,2025-03-31,1609304,Entre 1 y 5 años,Comercial,881728,ÉXITO ARBOLEDA,ANTIOQUIA,111.111111111111,69.5652173913043,38.7346153846153,30,16,4.0284,2: Entre 1 y 5 años,27,23,10
